ID,SuveyID_DoNotUse,Proofed_MC,Year,County,WaterbodyName,SiteName,Affiliation,SurveyType,Missing data,Corrections,surveyArea_ha,Survey Length (KM),# Survey Hours,# Surveys,0_Territories_FullProtocol,PO Territories,PR Territories,CO Territories,Breed_evidence,NumNests,Field21,NumDetected,Zone,StartX_UTME,StartY_UTMN,Start_Lat,Start_Long,StopX,StopY,StopLat,StopLong,Contact Info,VegType,Survey File Name,Incomplete or Complete Record,Comments,Field35,Legend,Comments between Susan and Maya,Nest1_X,Nest1_Y,Field40,Field41,Field42,Field43
345,646,,2018,Santa Cruz,Harshaw Creek,Flux Canyon,Archaeological Constuling Services,Protocol,Understory/Shrub vegetation incomplete (percentages don't add up to 100),,,3.01,20,4,0,,,,,,,1,12R,523530,3483205,31.48341478,-110.7522668,524045,3481621,,,scobbold@acstempe.com,1,,Complete,,,,,,,,,,
346,647,,2018,Santa Cruz,Harshaw Creek,FR 4701,Archaeological Constuling Services,Protocol,Undestory vegetation incomplete (percentages do not add up to 100),,,2.25,11.75,4,0,,,,,,,0,12R,525325,3480713,31.46089284,-110.7334322,524070,3480555,,,scobbold@acstempe.com,1,,Complete,No detections,,,,,,,,,
347,648,,2018,Santa Cruz,Harshaw Creek,Harshaw-Flux East,Archaeological Constuling Services,Protocol,Understory & Overstory vegetation sections incomplete (percentages do not add up to 100),,,2.6,19.5,4,,1,,,,,,2,12R,526814,3481406,31.46711182,-110.7177406,525370,3482459,,,scobbold@acstempe.com,1,,Complete,,,,,,,,,,
348,649,,2018,Santa Cruz,Harshaw Creek,Harshaw-Flux West,Archaeological Constuling Services,Protocol,Understory & Overstory vegetation sections incomplete (percentages do not add up to 100),,,0.5,2.25,4,0,,,,,,,0,12R,525276,3482396,31.47607872,-110.733905,524934,3482571,,,scobbold@acstempe.com,1,,Complete,No detections,,,,,,,,,
349,650,,2018,Santa Cruz,Harshaw Creek,Humboldt Canyon,Archaeological Constuling Services,Protocol,Understory & Overstory vegetation sections incomplete (percentages do not add up to 100),,,0.8,3.25,4,0,,,,,,,0,12R,524782,3481262,31.46585795,-110.739134,524151,3481018,,,scobbold@acstempe.com,1,,Complete,No detections,,,,,,,,,
350,651,mc,2018,Santa Cruz,Sonoita Creek,Sonoita Creek,Tucson Audubon Society,Protocol,territory data; Most common species list for vegetation charcteristics incomplete; USGS quad name,"Elevation corrected from feet to meters (MC - removed (in patagonia) to std creek name), estimated min # territories from map",,2,14,4,,3,1,,,,,33,12R,522901,3489510,31.54031382,-110.758743,521588,3487998,,,jmacfarland@tucsonaudubon.org,1,,Complete,33 total detections.  No territory info.,,,No territories,,,,,,
351,652,,2018,Santa Cruz,Unnamed tributary to Harshaw Creek,Basin Mine,WestLand Resources,Protocol,,Corrected survey hours,,1,6.25,4,0,,,,,,,0,12R,527413,3482936,31.48090211,-110.7113929,526500,3482710,,,jtress@westlandresources.com,1,,Complete,No detections,,,,,,,,,
352,653,,2018,Santa Cruz,Corral Canyon Drainage,Corral Canyon,WestLand Resources,Protocol,,Rounded survey hours,,2.7,15.5,4,,1,,,,,,4,12R,529891,3478956,31.44493133,-110.6854246,527680,3477833,,,jtress@westlandresources.com,1,,Complete,,,,,,,,,,
353,654,,2018,Santa Cruz,Mowry Wash,East Mowry Wash,WestLand Resources,Protocol,,Rounded survey hours,,0.9,4.75,4,0,,,,,,,1,12R,528281,3476699,31.42460805,-110.7024326,529088,3476844,,,jtress@westlandresources.com,1,,Complete,1 detection,,,,,,,,,
354,655,,2018,Santa Cruz,Mowry Wash,West Mowry Wash,WestLand Resources,Protocol,,Rounded survey hours,,1.23,6.25,4,0,,,,,,,0,12R,527976,3476727,31.42486809,-110.7056409,526835,3476558,,,jtress@westlandresources.com,1,,Complete,No detections,,,,,,,,,
355,656,,2018,Santa Cruz,Finley and Adams Canyon,Finley and Adams,WestLand Resources,Protocol,,Rounded survey hours,,3.2,17,4,0,,,,,,,0,12R,529684,3473281,31.39373396,-110.6877728,527400,3472640,,,jtress@westlandresources.com,1,,Complete,No detections,,,,,,,,,
356,657,,2018,Santa Cruz,Finley and Adams Canyon,Lower Finley and Adams,"WestLand Resources, Inc. and AtoZec",Protocol,,Rounded survey hours,,0.6,3,4,0,,,,,,,0,12R,529798,3473219,31.39317164,-110.6865755,530286,3472823,,,jtress@westlandresources.com and eric.herman@atozec.com,1,,Complete,No detections,,,,,,,,,
357,658,,2018,Santa Cruz,Harshaw Creek,FS 4701 to Guajolote Flat,WestLand Resources,Protocol,,Rounded survey hours,,3.5,17,4,0,,,,,,,0,12R,525860,3480447,31.45848101,-110.7278079,527082,3477422,,,jtress@westlandresources.com,1,,Complete,No detections,,,,,,,,,
358,659,,2018,Santa Cruz,Goldbaum Canyon,Goldbaum,"WestLand Resources, Inc. and AtoZec",Protocol,,Rounded survey hours,,1.8,8.5,4,,1,,,,,,9,12R,529380,3480448,31.45840593,-110.6907582,530044,3480741,,,jtress@westlandresources.com and eric.herman@atozec.com,1,,Complete,9 detections,,,,,,,,,
359,660,,2018,Santa Cruz,Harshaw Creek,Great Silver Mine,WestLand Resources,Protocol,,Rounded survey hours,,2.2,12.75,4,0,,,,,,,1,12R,527717,3483532,31.48627222,-110.7081757,526605,3482014,,,jtress@westlandresources.com,1,,Complete,1 detection,,,,,,,,,
360,661,,2018,Santa Cruz,Harshaw Creek,Harshaw to FS 4701,Westland Resources,Protocol,,Rounded survey hours,,2.9,15,4,0,,,,,,,2,12R,527683,3481414,31.46716351,-110.7085929,525317,3480706,,,jtress@westlandresources.com,1,,Complete,2 detections,,,,,,,,,
361,195,,2016,Yavapai,Oak Creek,Chavez Ranch Road,SWCA Environmental Consultants,Protocol,,,,1.75,17.86,4,,1,,,,,,3,12S,428172,3855520,34.83944796,-111.7856019,427005,3854204,,,agraber@swca.com,1,,Complete,,,,,,,,,,
362,196,,2016,Yavapai,Verde River,Black Canyon,Prescott NF,Protocol + Incidental Form,"Territory data, contact info, veg characteristics",,,NR,13.5,4,,,,1,Occupied nest ,1,,9,12S,412717,3837378,34.67466066,-111.9527374,411825,3839424,,,,,,Incomplete,9 detections; map photos below summary form on Excel,,,No contact info or characteristics,411631,3838548,,,,
363,197,,2016,Yavapai,Dry Creek,Dry Creek,Prescott NF,Protocol,"Contact info, veg characteristics ",,,NR,3,2,0,,,,,,,0,12S,403722,3805836,34.38945156,-112.047341,403256,3805021,,,,,,Incomplete,No detections; map photos below summary form on Excel,,,,,,,,,
364,198,,2016,Yavapai,Little Ash Creek,Little Ash Creek,Prescott NF,Protocol,"Coordinates, veg characteristcs, contact info","changed site name to match, from little ash to little ash creek",,NR,16.75,4,0,,,,,,,1,,,,,,,,,,,,,Incomplete,1 detections; map photos below summary form on Excel,,,No coordinates for summary form?,,,,,,
365,199,,2016,Yavapai,Sycamore Creek,Sycamore Cabin,Prescott NF,Protocol,"Contact info, overal veg characteristic ",,,NR,2.5,1,0,,,,,,,0,12S,410794,3801543,34.35137552,-111.9699734,410041,380292,,,,,,Incomplete,No detections; map photos below summary form on Excel; only one survey done,,,,,,,,,
366,200,,2016,Yavapai,Verde River,Packard Ranch,Prescott NF,Incidental,,,,NR,NR,NR,,,,,,,,1,12S,401484,3858446,34.86359383,-112.0778,,,,,,,,,"1 incidental siting, ask Susan about details in Drainage/Site naming, located in ""Prescott NF"" folder in 2016 surveys, 401484 3858446",,,,,,,,,
367,201,,2016,Yavapai,Verde River,Camp Verde Riparian Preserve,Salt River Project,Protocol,Territory data,"Added territories, per mapped dates of detections, likely conservative (mc 2023)",,1.15,5.7,4,,1,2,,,,,20,12S,420086,3826590,34.57798791,-111.8712922,419525,3827434,,,heather.english@srpnet.com,2,,,20 detections; everything on one pdf document,,,No territory data?,,,,,,
368,202,,2016,Yavapai,Verde River,Above White Bridge,AZGFD,Protocol,Territory data,,,1.35,10,4,,,,,,,,4,12S,422123,3824408,34.55846913,-111.8488853,421929,3823525,,,walbrecht@azgfd.gov,"1,2",,Incomplete,"4 detections; all info on one pdf file of a scan of data forms, pdf is poor quality, also missing territory data",,,Two spaces selected for overall veg characteristics.,,,,,,
369,203,,2016,Yavapai,Verde River,Verde River near Owl Slick Rd 2,Northern Arizona University,Protocol,Territory data,,,0.6,3.21,4,,,,,,,,4,12S,411685,3838540,34.68504943,-111.9641223,412695,3837472,,,matthew.johnson@nau.edu,1,,Incomplete,4 detections; all survey info for all sites combined onto Excel sheets and pdf documents by Colorado Plateau Research Station (NAU),,,No territory data?,,,,,,
370,204,,2016,Yavapai,Verde River,Verde River near Owl Slick Rd 1,Northern Arizona University,Protocol,Territory data,,,1.5,7.87,4,,,,,,,,7,12S,413159,3837742,34.67798034,-111.9479508,413727,3837739,,,matthew.johnson@nau.edu,1,,Incomplete,7 detections; all survey info for all sites combined onto Excel sheets and pdf documents by Colorado Plateau Research Station (NAU),,,No territory data?,,,,,,
371,205,,2016,Yavapai,Wet Beaver Creek,Wet Beaver Creek VV,Northern Arizona University,Protocol,Territory data,,,0.8,5.19,4,,,,,,,,2,12S,434208,3836335,34.6668634,-111.7180902,433949,3835512,,,matthew.johnson@nau.edu,1,,Incomplete,2 detections; all survey info for all sites combined onto Excel sheets and pdf documents by Colorado Plateau Research Station (NAU),,,No territory data?,,,,,,
372,206,,2016,Yavapai,Wet Beaver Creek,Wet Beaver Creek around Bridge,Northern Arizona University,Protocol,Territory data,,,0.9,5.58,4,,,,,,,,3,12S,434899,3836911,34.67210151,-111.7105932,434236,3836354,,,matthew.johnson@nau.edu,1,,Incomplete,3 detections; all survey info for all sites combined onto Excel sheets and pdf documents by Colorado Plateau Research Station (NAU),,,No territory data?,,,,,,
373,207,,2016,Yavapai,Wet Beaver Creek,Lawrence Crossing,Northern Arizona University,Protocol,Territory data,,,0.8,5.88,5,,,,,,,,7,12S,433305,3834960,34.65440628,-111.727837,432578,3834624,,,matthew.johnson@nau.edu,1,,Incomplete,7 detections; all survey info for all sites combined onto Excel sheets and pdf documents by Colorado Plateau Research Station (NAU),,,No territory data?,,,,,,
374,208,,2016,Yavapai,Oak Creek,Molina Homestead,Northern Arizona University,Protocol,Territory data,,,1,4.73,4,,,,,,,,2,12S,420809,3851979,34.8069732,-111.865791,420324,3851200,,,matthew.johnson@nau.edu,1,,Incomplete,2 detections; all survey info for all sites combined onto Excel sheets and pdf documents by Colorado Plateau Research Station (NAU),,,No territory data?,,,,,,
375,209,,2016,Yavapai,Oak Creek,Oak Creek at Baldwin Trail,Northern Arizona University,Protocol,Territory data,,,0.8,4.24,4,0,,,,,,,1,12S,427294,3854018,34.8258423,-111.7950738,426619,3853828,,,matthew.johnson@nau.edu,1,,Incomplete,1 detections; all survey info for all sites combined onto Excel sheets and pdf documents by Colorado Plateau Research Station (NAU),,,,,,,,,
376,210,,2016,Yavapai,Wet Beaver Creek,Red Tank Draw,Northern Arizona University,Protocol,Territory data,,,NR,5.19,4,0,,,,,,,0,12S,434709,3840056,34.70044853,-111.71291,434334,3839214,,,matthew.johnson@nau.edu,1,,Incomplete,No detections; all survey info for all sites combined onto Excel sheets and pdf documents by Colorado Plateau Research Station (NAU),,,,,,,,,
377,211,,2016,Yavapai,Verde River,Verde River_White Bridge,Northern Arizona University,Protocol,Territory data,,,0.9,4.16,4,,,,,,,,6,12S,421982,3823626,34.55140706,-111.8503503,421382,3823004,,,matthew.johnson@nau.edu,1,,Incomplete,6 detections; all survey info for all sites combined onto Excel sheets and pdf documents by Colorado Plateau Research Station (NAU),,,No territory data?,,,,,,
378,212,,2016,Yavapai,West Clear Creek,West Clear Creek Campground,Northern Arizona University,Protocol,Territory data,,,1.9,14.29,5,,,,,,,,17,12S,430508,3819421,34.51410094,-111.7570862,428899,3819986,,,matthew.johnson@nau.edu,1,,Incomplete,17 detections; all survey info for all sites combined onto Excel sheets and pdf documents by Colorado Plateau Research Station (NAU),,,No territory data?,,,,,,
379,213,,2016,Yavapai,Verde River,Park Central - Private Lands,"USFWS, Arizona ES",Protocol,Territory data,,,1.6,13,3,,,,,,,,5,12S,423471,3820414,34.52255585,-111.8338338,423731,3818457,,,Jennifer_Kaplan@fws.gov,2,,Incomplete,5 detections; no data for adjacanet or understory habitat characteristics for site form,,,No territory data?,,,,,,
380,214,,2016,Yavapai,Verde River,Verde Upstream I17,USFS Coconino NF,Protocol,,,,0.75,11.95,4,,,,,,,,15,12S,419513,3830627,34.61434471,-111.8779219,419656,3829857,,,jagyagos@fs.fed.us,1,,Incomplete,15 detections; pdf scan of handwritten survey + site info,,,No territory data?,,,,,,
381,215,,2016,Yavapai,Verde River,Tuzigoot NM,NPS,Protocol,Territory data,,,0.6,5.45,4,0,,,,,,,5,12S,405752,3847606,34.76626251,-112.0298964,406450,3847496,,,Tina_Greenawalt@nps.gov,1,,Incomplete,5 detections,,,No territory data?,,,,,,
382,216,,2016,Yavapai,Agua Fria River,Ash Creek,Audubon Arizona,Protocol,Territory data,,,1.5,11.73,4,,2,,,,,,4,12S,400832,3802011,34.35468931,-112.0783323,401434,3801009,,,sprager@audubon.org,1,,Incomplete,,,,,,,,,,
383,217,,2016,Yavapai,Agua Fria River,Agua Fria Crossing- Dewey,Bryan Patrick,Incidental,,,,0.16,0.75,1,,,,,,,,2,,,,,,,,,,,,,,"Incidental siting, eBird record",,,,,,,,,
384,218,,2016,Yavapai,Dead Horse State Park Ponds,Golden Eagle Road,Paul Sitzmann from AFNM,Incidental,,,,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,"Heard ""distinctive CN call"" while camping/fishing, UTM 12S 0407860 3846172",,,,,,,,,
385,219,,2016,"Yavapai, Maricopa",Agua Fria River,Horseshoe Bar South,Audubon Arizona,Protocol,,,,NR,11.86,4,0,,,,,,,1,12S,393495,3767244,34.04047392,-112.1538208,392327,3768163,,,sprager@audubon.org,1,,Complete,1 detection (no territories),,,,,,,,,
386,220,?,2016,Yuma,Lower Colorado River,Laguna Division Conservation Area,Southern Sierra Research Station,Protocol,habitat form?,,225.821661,NR,35.1,4,,1,,,,,,3,11S,736238,3637889,32.85366711,-114.4756121,738051,3640186,,,dtracy.ssrs@gmail.com,,,Incomplete,survey forms/data combined with all other surveys done by Southern Sierra Research Station,,,,,,,,,
387,221,,2016,Yuma,Lower Colorado River,Yuma East Wetlands,Southern Sierra Research Station,Protocol,,,59.244597,1.6,18.1,4,,1,,,,,,5,11S,723469,3622972,32.72190068,-114.6155454,725052,3623944,,,dtracy.ssrs@gmail.com,1,,Complete,survey forms/data combined with all other surveys done by Southern Sierra Research Station,,,,,,,,,
388,222,,2017,San Juan_UT,San Juan River,Upper Sand Island,Northern Arizona University,Protocol,State permit #,,,0.7,2.28,4,0,,,,,,,0,12S,623989,4125132,37.2645083,-109.6016691,623311,4124878,,,matthew.johnson@nau.edu,3,,Complete,No detections,,,,,,,,,
389,223,,2017,San Juan_UT,San Juan River,Sand Island,Northern Arizona University,Protocol,State permit #,,,1.1,2.6,4,0,,,,,,,0,12S,622971,4124763,37.26131813,-109.6132079,622183,4124033,,,matthew.johnson@nau.edu,1,,Complete,No detections,,,,,,,,,
390,224,,2017,San Juan_UT,San Juan River,Upper Butler Wash,Northern Arizona University,Protocol,State permit #,,,1.6,3.7,4,0,,,,,,,0,12S,619808,4122497,37.2413104,-109.6492337,618663,4122037,,,matthew.johnson@nau.edu,2,,Complete,No detections,,,,,,,,,
391,225,,2017,San Juan_UT,San Juan River,Heron Island,Northern Arizona University,Protocol,State permit #,,,2.5,8.6,4,0,,,,,,,0,12S,644248,4125851,37.26806823,-109.3731296,642471,4126570,,,matthew.johnson@nau.edu,2,,Complete,No detections,,,,,,,,,
392,226,,2017,San Juan_UT,San Juan River,Recapture Creek,Northern Arizona University,Protocol,State permit #,,,2.5,10.65,4,0,,,,,,,0,12S,625447,4127668,37.28716551,-109.5848027,633969,4127260,,,matthew.johnson@nau.edu,3,,Complete,No detections,,,,,,,,,
393,227,,2017,San Juan_UT,San Juan River,Lower McCracken,Northern Arizona University,Protocol,State permit #,,,2.5,6.6,3,0,,,,,,,0,12S,640572,4127070,37.2796145,-109.4143435,638530,4126552,,,matthew.johnson@nau.edu,4,,Complete,No detections,,,,,,,,,
394,228,,2017,San Juan_UT,San Juan River,McCracken Wash,Northern Arizona University,Protocol,State permit #,,,1.5,9.3,4,0,,,,,,,0,12S,641982,4126920,37.27804883,-109.398473,640808,4126748,,,matthew.johnson@nau.edu,3,,Complete,No detections,,,,,,,,,
395,229,,2017,Cochise,Black Draw and Hay Hollow Wash,San Bernardino NWR,USFWS,Protocol ,territories,Standardized waterbody name,,2.2,16.4,4,,NR,NR,NR,,,,18,12R,665260,3470277,31.35524381,-109.262562,667700,3468979,,,aaron_cajero@fws.gov,1,,Incomplete,birds found on all surveys; likely breeding,,,No territory data?,,,,,,
396,230,,2017,Cochise,Carlink Spring,Carlink Canyon,Moors Wildlife Management Services,Protocol,"Lines 52-53 in Habitat form, but this info is still in the document (name of report individual)",,,1.45,9.55,4,0,,,,,,,0,12R,598363,3535335,31.94971702,-109.9592226,597588,3535728,,,AMOORS@CABLEONE.NET,1,,Complete,"No detections; files of the survey, site, and other forms have multiple copies in a lot of places",,,,,,,,,
397,231,,2017,Cochise,Fourr Canyon,Fourr Canyon,Moors Wildlife Management Services,Protocol,,,,2.55,7.75,4,0,,,,,,,0,12R,591204,3536527,31.9610678,-110.0348499,592975,3536471,,,AMOORS@CABLEONE.NET,1,,Complete,No detections,,,,,,,,,
398,232,,2017,Cochise,Grapevine Canyon,Grapevine Canyon - Grapevine Tank,Moors Wildlife Management Services,Protocol,,,,1.3,8.15,4,0,,,,,,,0,12R,601469,3531729,31.91691615,-109.926741,600495,3532148,,,AMOORS@CABLEONE.NET,1,,Complete,"No detections, *""not sure of name""",,,,,,,,,
399,233,,2017,Cochise,Cochise Stronghold Drainage,Halfmoon Ranch,Moors Wildlife Management Services,Protocol,Actual/Real name of nearby Drainage,Used name of pond found by Jim rorabaugh in 2019,,0.16,0.55,2,0,,,,,,,0,12R,598759,3534943,31.94614662,-109.9550732,598799,3535001,,,AMOORS@CABLEONE.NET,1,,Complete,"No detections, nearby pond.  See Jim Rorabaugh's 2020 survey form. does not seem to be a reasonable Drainage name so need to check map for Drainage name. Only 2 surveys done, ""impromptu surveys""",,,,,,,,,
400,234,,2017,Cochise,Dragoon Spring,Jordan Canyon,Moors Wildlife Management Services,Protocol,,,,0.62,4.1,4,0,,,,,,,0,12R,593004,3539157,31.98464553,-110.0155509,593344,3538749,,,AMOORS@CABLEONE.NET,1,,Complete,No detections,,,,,,,,,
401,235,,2017,Cochise,Kerwin Canyon,Kerwin Canyon,Moors Wildlife Management Services,Protocol,,,,1.35,9,4,0,,,,,,,0,12R,598071,3535417,31.95048198,-109.9623035,597686,3534606,,,AMOORS@CABLEONE.NET,1,,Complete,No detections,,,,,,,,,
402,236,,2017,Cochise,Noonan Tank,Noonan Canyon,Moors Wildlife Management Services,Protocol,,,,1.65,11.1,4,0,,,,,,,0,12R,601713,3529895,31.900351,-109.924353,600506,3529694,,,AMOORS@CABLEONE.NET,1,,Complete,No detections,,,,,,,,,
403,237,,2017,Cochise,Spooky Tank,Northfork Noonan Canyon,Moors Wildlife Management Services,Protocol,,,,1.15,9.1,4,0,,,,,,,0,12R,601508,3530148,31.90265149,-109.9264941,600769,3530521,,,AMOORS@CABLEONE.NET,1,,Complete,No detections,,,,,,,,,
404,238,,2017,Cochise,Slavin Gulch,Slavin Gulch Lower,Moors Wildlife Management Services,Protocol,territory data,,,2,17.95,4,,,1,,,,,19,12R,592077,3527247,31.87728587,-110.0264948,590489,3526414,,,AMOORS@CABLEONE.NET,1,,Complete,"2 YBCUs, but 19 detections (1 PR, according to Susan). Data is entered a little confusingly. ",,,I'm not sure where fernando got 19 detections from,,,,,,
405,239,,2017,Cochise,Slavin Gulch,Slavin Gulch Upper,Moors Wildlife Management Services,Protocol,,,,2.15,11.95,4,0,,,,,,,0,12R,592666,3528103,31.88495972,-110.0201865,592501,3529221,,,AMOORS@CABLEONE.NET,1,,Complete,No detections,,,,,,,,,
406,240,,2017,Cochise,Stronghold East,Stronghold East,Moors Wildlife Management Services,Protocol,,,,2.15,11.5,4,0,,,,,,,0,12R,598299,3534859,31.94542886,-109.9599481,598467,3534167,,,AMOORS@CABLEONE.NET,1,,Complete,No detections,,,,,,,,,
407,241,,2017,Cochise,Stronghold East,Stronghold East Campground,Moors Wildlife Management Services,Protocol,,,,1.55,9.5,4,0,,,,,,,0,12R,597656,3532685,31.92587397,-109.9669697,597853,3531827,,,AMOORS@CABLEONE.NET,1,,Complete,No detections,,,,,,,,,
